name,smiles,category
tetrachloroethylene,C(Cl)=C(Cl)C(Cl)=C(Cl),halogenated_alkene
bromoethane,CCBr,halogenated_aliphatic
iodoform,CI(I)(I)I,halogenated_aliphatic
piperidine,C1CCNCC1,heterocyclic_amine
pyrrole,C1=CN=CC1,heterocyclic_aromatic
quinoline,C1=CC=CC2=NC=CC=C12,heterocyclic_aromatic
isoquinoline,C1=CC=NC2=CC=CC=C12,heterocyclic_aromatic
dimethyl_sulfide,CSC,organosulfur
diethyl_sulfide,CCSCC,organosulfur
dimethyl_sulfoxide,CS(=O)C,organosulfur_oxide
silane,[SiH4],silicon_compound
trimethylsilane,C[Si](C)C,silicon_compound
hexamethylcyclotrisiloxane,C[Si](O[Si](C)(C)C)(C)C,silicon_oxygen_compound
glycine,NCC(=O)O,amino_acid
alanine,CC(N)C(=O)O,amino_acid
valine,CC(C)C(N)C(=O)O,amino_acid
leucine,CC(C)CC(N)C(=O)O,amino_acid
isoleucine,CC(C)C(N)C(=O)O,amino_acid
serine,NCC(O)C(=O)O,amino_acid
threonine,CC(O)C(N)C(=O)O,amino_acid
cysteine,CSCC(N)C(=O)O,amino_acid
methionine,CSCC(N)C(=O)O,amino_acid
aspartic_acid,NCC(=O)OC(=O)O,amino_acid
glutamic_acid,NCCC(=O)OC(=O)O,amino_acid
asparagine,NCC(=O)NC(=O)O,amino_acid
glutamine,NCCC(=O)NC(=O)O,amino_acid
phenylalanine,NC(Cc1ccccc1)C(=O)O,aromatic_amino_acid
tyrosine,NC(Cc1ccc(O)cc1)C(=O)O,aromatic_amino_acid
tryptophan,NC(Cc1c[nH]c2ccccc12)C(=O)O,aromatic_amino_acid
proline,C1CC(NC1)C(=O)O,cyclic_amino_acid
lysine,NCCCC(N)C(=O)O,basic_amino_acid
arginine,N=C(N)NCCC(N)C(=O)O,basic_amino_acid
glucose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,saccharide
fructose,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,saccharide
ribose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,saccharide
deoxyribose,OC[C@H]1O[C@@H](O)[C@H](O)[C@H]1O,saccharide
mannose,OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,saccharide
galactose,OC[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,saccharide
sucrose,OC[C@H]1OC(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,saccharide
maltose,OC[C@H]1O[C@@H](O[C@H]2OC(CO)C(O)C(O)C2O)[C@H](O)[C@H](O)[C@H]1O,saccharide
valeric_acid,CCCCC(=O)O,carboxylic_acid
caproic_acid,CCCCCC(=O)O,fatty_acid
caprylic_acid,CCCCCCCC(=O)O,fatty_acid
capric_acid,CCCCCCCCCC(=O)O,fatty_acid
lauric_acid,CCCCCCCCCCCC(=O)O,fatty_acid
myristic_acid,CCCCCCCCCCCCCC(=O)O,fatty_acid
palmitic_acid,CCCCCCCCCCCCCCCC(=O)O,fatty_acid
stearic_acid,CCCCCCCCCCCCCCCCCC(=O)O,fatty_acid
oleic_acid,CCCCCCC=CCCCCCCCC(=O)O,unsaturated_fatty_acid
linoleic_acid,CCC=CCC=CCCCCCCCC(=O)O,polyunsaturated_fatty_acid
pyruvate,CC(=O)C(=O)[O-],metabolite
lactate,CC(O)C(=O)[O-],metabolite
oxaloacetate,CC(=O)C(=O)[O-][O-],metabolite
citrate,C(C(=O)[O-])C(OH)(C(=O)[O-])CC(=O)[O-],tricarboxylic_acid
succinate,OC(=O)CCC(=O)O,dicarboxylic_acid
malate,OC(=O)C(OH)CC(=O)O,hydroxy_dicarboxylic_acid
fumarate,C(=O)(O)C=CC(=O)O,unsaturated_dicarboxylic_acid
alpha_ketoglutarate,O=C(O)CCC(=O)C(=O)O,ketocarboxylic_acid
acetyl_CoA,CC(=O)SCCNC(=O)CCNC(=O)CCNC(=O)CCNC(=O)CC(O)O,coenzyme_derivative
nicotinamide,N1C=CC(=O)C=C1N,vitamin_derivative
riboflavin,C1=CC(=O)N=C2N=C(N)C(=O)C=C2N1C1C(C(C(O1)CO)O)O,vitamin_derivative
ascorbic_acid,C(C(=O)C1=C(C(=O)O)C(O)C(O1)O)O,vitamin_C
cholesterol,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,steroid
adenine,C1=NC2=C(N=CN2)N=C1N,purine_base
guanine,C1=NC2=C(N=CN2)C(=O)N1,purine_base
cytosine,C1=CN=C(N)NC1=O,pyrimidine_base
thymine,CC1=CN=C(N)NC1=O,pyrimidine_base
uracil,O=C1NC=CC(=O)N1,pyrimidine_base
adenosine_triphosphate,O=P(O)(O)OP(O)(O)OP(O)(O)OCC1OC(n2cnc3c2ncnc3N)C(O)C1O,nucleotide
adenosine,C1=NC2=C(N=CN2)[N]1CC3C(C(C(O3)CO)O)O,nucleotide
adenosine_monophosphate,NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO[P](=O)(O)O)[C@@H](O)[C@H]3O,nucleotide
deoxyadenosine_triphosphate,NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO[P](=O)(O)OP(O)(O)OP(O)(O)O)[C@@H](O)[C@H]3O,deoxynucleotide_triphosphate
adenosine_triphosphate,NC1=NC=NC2=C1N=CN2[C@@H]3O[C@H](CO[P](=O)(O)OP(O)(O)OP(O)(O)O)[C@@H](O)[C@H]3O,nucleotide_triphosphate
guanosine,C1=NC2=C(N=CN2C1=O)N[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,nucleoside
cytidine,C1=CN=C(NC1=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,nucleoside
uridine,O=C1NC=CC(=O)N1[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,nucleoside
thymidine,CC1=CN=C(N)NC1=O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,nucleoside
guanosine_monophosphate,NC1=NC=NC2=C1N=C(N2)O[C@@H]3O[C@H](CO[P](=O)(O)O)[C@@H](O)[C@H]3O,nucleotide
cytidine_monophosphate,NC1=CN=C(NC1=O)O[C@@H]2O[C@H](CO[P](=O)(O)O)[C@@H](O)[C@H]2O,nucleotide
uridine_monophosphate,O=C1NC=CC(=O)N1O[C@@H]2O[C@H](CO[P](=O)(O)O)[C@@H](O)[C@H]2O,nucleotide
nicotinamide_adenine_dinucleotide,N1C=CC(=O)C=C1N[C@H]2C(C(C(O2)CO)O)O[P](=O)(O)OCC3OC(n4cnc5c4ncnc5N)C(O)C3O,redox_cofactor
nicotinamide_adenine_dinucleotide_phosphate,N1C=CC(=O)C=C1N[C@H]2C(C(C(O2)CO)O)O[P](=O)(O)OCC3OC(n4cnc5c4ncnc5N)C(O)C3O[P](=O)(O)O,redox_cofactor
flavin_adenine_dinucleotide,CC1=C(NC(=O)NC1=O)C2=CN=C(N=C2)NCC3OC(COP(=O)(O)OCC4OC(n5cnc6c5ncnc6N)C(O)C4O)C(O)C3O,redox_cofactor
coenzyme_A,CC(=O)NCCNC(=O)CCNC(=O)CCNC(=O)CCO[P](=O)(O)OP(=O)(O)OCC1OC(n2cnc3c2ncnc3N)C(O)C1O,acyl_group_carrier
thiamine,Cc1cnc2c(N)ncc(NCCSC[C@H](CO)O[P](=O)(O)O)c2n1,vitamin_B1_cofactor
pyridoxal_phosphate,CC1=CN=C(C=C1O)C(=O)O[P](=O)(O)O,vitamin_B6_cofactor
biotin,CC1C2SCC(N2C(=O)NCC(=O)O)C1,vitamin_B7_cofactor
folic_acid,NC1=NC(=O)NC2=NC=CC=C12N=C3NCC(=O)OCCCC(=O)O,vitamin_B9_cofactor
lipoic_acid,O=C(O)CCCCC1SS1,coenzyme
ubiquinone_10,CC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC1=CC(=O)C=C(C1=O)OC,redox_cofactor
heme,C1=CC2=C(C=C1)C(=O)NC3=C2C=C(C=C3)C(=O)N4C=CC=C4,porphyrin_cofactor
acetylcholine,CC(=O)OCC[N+](C)(C)C,neurotransmitter
dopamine,NC1=CC(=CC=C1O)O,neurotransmitter
norepinephrine,NC(CO)C1=CC(=CC=C1O)O,neurotransmitter
epinephrine,CC(NC(CO)C1=CC(=CC=C1O)O)O,neurotransmitter
serotonin,C1=CC2=C(C=C1O)CNCC2N,neurotransmitter
histamine,CC1=CN=C(N)N1,neurotransmitter
gamma_aminobutyric_acid,NCCC(=O)O,neurotransmitter
glutamate,NCCC(=O)O,neurotransmitter
aspartate,NCC(=O)O,neurotransmitter
tryptamine,CC1=CN=C(N)N1,biogenic_amine
tyramine,CC1=CC=C(C=C1)O,biogenic_amine
octopamine,CC(CO)C1=CC=CC=C1,biogenic_amine
melatonin,CC(=O)NCCC1=CNc2cc(O)ccc12,hormone
dopamine_quinone,C1=CC(=O)C(=CC1=O)C(CN)O,neurotransmitter_metabolite
serotonin_sulfate,NC1=CC2=C(C=C1O)CNCC2N.O=S(=O)(O)O,metabolite
acetate,CC(=O)[O-],metabolite
choline,OCC[N+](C)(C)C,quaternary_amine
betaine,C[N+](C)(C)CC(=O)[O-],methyl_donor
taurine,NCCS(=O)(=O)O,amino_sulfonic_acid
putrescine,NCCCCN,polyamine
spermidine,NCCC(NCCCN)N,polyamine
spermine,NCCCNCCCCNCCC(N)N,polyamine
insulin,B1C(C(N)C(=O)N)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,peptide_hormone
glucagon,HNCC(=O)NCC(=O)NCC(=O)NCC(=O)O,peptide_hormone
vasopressin,C1CSSCC(NC(=O)CC(=O)NCC(=O)O)NC(=O)O,peptide_hormone
oxytocin,C1CSSCC(NC(=O)CC(=O)NCC(=O)O)NC(=O)O,peptide_hormone
growth_hormone_fragment,NC(CO)C(=O)NCC(=O)NCC(=O)O,peptide_hormone_fragment
testosterone,CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34,steroid_hormone
estradiol,C1CC2=CC(=CC=C2C(C1)O)O,steroid_hormone
estrone,C1CC2=CC(=CC=C2C(C1)=O)O,steroid_hormone
progesterone,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C,steroid_hormone
cortisol,CC1(C)C2CCC3C(C2CCC1O)CCC4=CC(=O)C(=O)C34,glucocorticoid
aldosterone,CC1(C)C2CCC3C(C2CCC1O)CCC4=CC(=O)C(O)C34,mineralocorticoid
dehydroepiandrosterone,CC12CCC3C(C1CCC2O)CCC4=CC=CC=C34,steroid_precursor
thyroxine,C1=CC(=C(C(=C1I)O)I)CC(C(=O)O)NC(C2=CC(=C(C(=C2)I)O)I)=O,thyroid_hormone
triiodothyronine,C1=CC(=C(C(=C1I)O)I)CC(C(=O)O)NC(C2=CC(=C(C(=C2)I)O))=O,thyroid_hormone
angiotensin_II,NC(CC1=CN=C(N)N1)C(=O)NCC(=O)NCC(=O)NCC(=O)O,peptide_hormone
bradykinin,NC(CO)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,peptide_hormone
endothelin_fragment,NC(CO)C(=O)NCC(=O)NCC(=O)O,peptide_signal
prostaglandin_E2,CCCCC1C(CC(=O)O)C(O)CC(O)C1C(=O)O,lipid_signal
leukotriene_B4,CCCCCC(=C)CCC(=C)CCC(=O)O,lipid_signal
anandamide,CCCCCCCCC=CCCCCCCCC(=O)NCCO,endocannabinoid
2_arachidonoylglycerol,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,endocannabinoid
platelet_activating_factor,CCCCOC(=O)OCCOCOP(=O)(O)OCCN(C)C,phospholipid_signal
carbon_monoxide,[C-]#[O+],gaseous_signal
hydrogen_sulfide,[H][S][H],gaseous_signal
nitric_oxide,[N]=O,gaseous_signal
caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,xanthine_alkaloid
theobromine,CN1C=NC2=C1C(=O)N(C(=O)N2)C,xanthine_alkaloid
theophylline,CN1C=NC2=C1C(=O)NC(=O)N2,xanthine_alkaloid
nicotine,C1CN(CC1)C2=CN=CC=C2,pyridine_alkaloid
cocaine,COC(=O)C1C2CCCCC2C(N1C(=O)C)C,benzoylecgonine_alkaloid
morphine,C1CCC23C4CCC5=CC(O)C=CC5C4C1CC(O2)N3,benzylisoquinoline_alkaloid
codeine,COC1=C2C3C4CCC5=CC(O)C=CC5C4C1CC(O2)N3,methyl_morphinan_alkaloid
quinine,COC1=CC2=C(C=C1)C(=O)C3=CC=CC=C3C2,quinoline_alkaloid
strychnine,C1C2CC3CC4=C5C(=O)C=CC=C5C4C3N2CC1,indole_alkaloid
atropine,CN1C(C=CC(=O)OC2C(O)C(C2)O)CC1,tropane_alkaloid
scopolamine,C1C2CC3OC(C(O)C3C2)C1OC(=O)C4=CC=CC=C4,tropane_alkaloid
menthol,CC(C)C1CCC(C1)O,monoterpenoid
camphor,CC1(C)C2CCC1(C(=O)C2)C,bicyclic_monoterpenoid
limonene,CC1=CCC(CC1)C(=C)C,monoterpene
citral,CC(=C)CCC=CC=O,monoterpenoid_aldehyde
farnesol,CC(=CCCC(=CCCC(=CC)C)C)CO,diterpenoid_alcohol
squalene,CC(=CCCC(=CCCC(=CCCC(=CC)C)C)C)C,triterpenoid_precursor
taxol,CC1C2CC3(C(C(=O)OC(C)C3(C2=CC(=O)OC4CC(C(C4)O)O)O)O)C1=O,diterpenoid_anticancer
artemisinin,CC1CC2OC3C(C2O1)C(=O)OC3O,antimalarial_sesquiterpene
resveratrol,C1=CC(=CC=C1/C=C/C2=CC=C(C=C2)O)O,stilbene_polyphenol
curcumin,COC1=CC(=CC(=C1)O)C=CC(=O)CC(=O)C=C(C2=CC(=C(C=C2)O)OC)O,diarylheptanoid_polyphenol
quercetin,C1=CC(=O)C2=C(C(=C1O)O)OC3=CC(=C(C=C3C2=O)O)O,flavonoid
epicatechin,C1C(C(OC2=CC(=C(C=C12)O)O)C3=CC(=C(C=C3)O)O)O,flavanol
tannic_acid,C1=CC(=C(C=C1C(=O)O)O)O.poly,polyphenol
salicylic_acid,C1=CC=C(C=C1C(=O)O)O,phenolic_acid
vanillin,COC1=CC(=CC=C1O)C=O,phenolic_aldehyde
eugenol,CC=C(C)CC1=CC=C(C=C1)O,phenylpropanoid
erythromycin,CC1C(C(C(O1)C)OC2CC(C(C(O2)C)O)OC(=O)C3=CC=CC=C3)O,macrolide_antibiotic
doxycycline,CC1=C(C(=O)C2=C(C1=O)C(=C(C(=O)C3=C2C=C(C=C3O)O)O)O)O,polyketide_antibiotic
erythronolide_B,CC1C(C(C(O1)C)OC2CC(C(C(O2)C)O)OC(=O)CC3=CC=CC=C3)O,macrolide_precursor
penicillin_G,CC1(C)SCC(N1C(=O)C2=CC=CC=C2)C(=O)O,lactam_antibiotic
ampicillin,CC1(C)SCC(N1C(=O)C2=CC=CC=C2)C(=O)NCC(=O)O,lactam_antibiotic
cephalexin,CC1(C)SCC(N1C(=O)C2=CC=CC=C2)C(=O)NCC(=O)O,cephalosporin_antibiotic
chloramphenicol,C1=CC(=CC=C1C(C(=O)N)C(Cl)C(=O)O)O,nitroaromatic_antibiotic
erythromycin_A,CC1C(C(C(O1)C)OC2CC(C(C(O2)C)O)OC(=O)C3=CC=CC=C3)O,macrolide_antibiotic
rifampicin,COC1=CC2=C(C=C1)C(=O)NC3=C2C=CC4=C3C=CC(=O)O4,ansamycin_antibiotic
streptomycin,C1C(C(C(O1)CO)N)OC2C(C(C(O2)CO)O)N,aminoglycoside_antibiotic
amphotericin_B,CC1CCC2C(CCC3C(CCC4C3CCC(C4)O)O)O,polyene_antifungal
aflatoxin_B1,COC1=CC2=C(C=C1)C(=O)C3=C(C2=O)OC4=C3OC=CC4=O,mycotoxin
griseofulvin,COC1=C(C(=O)C2=C(C1=O)OC3=C(C2)C=CC=C3)OC,microtubule_inhibitor
chlorophyll_a,CCC(=O)C1=NC2=C(C=C1C=C3C(=C(C=C(N3)C4=CC=C(C=C4)C(=O)OCC)C)C)C)N(C)C,porphyrin_pigment
beta_carotene,CC1=C(C=CC(=C1)C=CC=C(C)C=CC=C(C)C=CC=C(C)C=CC=C(C)C=CC=C(C)C)C,carotenoid
lycopene,CC1=C(C=CC(=C1)C=CC=C(C)C=CC=C(C)C=CC=C(C)C=CC=C(C)C=CC=C(C)C)C,carotenoid
capsaicin,COC1=CC=C(C=C1)CC(=O)NC(CCCCC)C=C,vanilloid_alkaloid
anthocyanin_simplified,C1=CC(=CC=C1C2=CC(=C(C=C2)O)O)O,flavonoid_pigment
