name,smiles,category
iodoform,C(I)(I)I,halogenated_aliphatic
piperidine,C1CCNCC1,heterocyclic_amine
pyrrole,C1=CC=CN1,heterocyclic_aromatic
quinoline,C1=CC=CC2=NC=CC=C12,heterocyclic_aromatic
isoquinoline,C1=CC=C2C=NC=CC2=C1,heterocyclic_aromatic
dimethyl_sulfide,CSC,organosulfur
diethyl_sulfide,CCSCC,organosulfur
dimethyl_sulfoxide,CS(=O)C,organosulfur_oxide
silane,[SiH4],silicon_compound
trimethylsilane,C[Si](C)C,silicon_compound
hexamethylcyclotrisiloxane,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,silicon_oxygen_compound
glycine,C(C(=O)O)N,amino_acid
alanine,CC(N)C(=O)O,amino_acid
leucine,CC(C)CC(N)C(=O)O,amino_acid
serine,NCC(O)C(=O)O,amino_acid
threonine,CC(O)C(N)C(=O)O,amino_acid
cysteine,NC(CS)C(=O)O,amino_acid
asparagine,NC(=O)CC(N)C(=O)O,amino_acid
glutamine,NC(=O)CCC(N)C(=O)O,amino_acid
phenylalanine,NC(Cc1ccccc1)C(=O)O,aromatic_amino_acid
tyrosine,NC(Cc1ccc(O)cc1)C(=O)O,aromatic_amino_acid
tryptophan,NC(Cc1c[nH]c2ccccc12)C(=O)O,aromatic_amino_acid
proline,C1CC(NC1)C(=O)O,cyclic_amino_acid
lysine,NCCCC(N)C(=O)O,basic_amino_acid
arginine,NC(N)=NCCCC(N)C(=O)O,basic_amino_acid
glucose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,saccharide
ribose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,saccharide
deoxyribose,OCC1OC(O)CC1O,saccharide
mannose,OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,saccharide
sucrose,OC[C@H]1OC(O[C@H]2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,saccharide
maltose,OC[C@H]1O[C@@H](O[C@H]2OC(CO)C(O)C(O)C2O)[C@H](O)[C@H](O)[C@H]1O,saccharide
valeric_acid,CCCCC(=O)O,carboxylic_acid
caproic_acid,CCCCCC(=O)O,fatty_acid
caprylic_acid,CCCCCCCC(=O)O,fatty_acid
capric_acid,CCCCCCCCCC(=O)O,fatty_acid
lauric_acid,CCCCCCCCCCCC(=O)O,fatty_acid
myristic_acid,CCCCCCCCCCCCCC(=O)O,fatty_acid
palmitic_acid,CCCCCCCCCCCCCCCC(=O)O,fatty_acid
stearic_acid,CCCCCCCCCCCCCCCCCC(=O)O,fatty_acid
oleic_acid,CCCCCCC=CCCCCCCCC(=O)O,unsaturated_fatty_acid
linoleic_acid,CCCCCC=CCC=CCCCCCCCC(=O)O,polyunsaturated_fatty_acid
lactate,CC(O)C(=O)[O-],metabolite
alpha_ketoglutarate,O=C(O)CCC(=O)C(=O)O,ketocarboxylic_acid
nicotinamide,NC(=O)C1=CC=CN=C1,vitamin_derivative
riboflavin,CC1=CC2=C(C=C1C)N(CC(O)C(O)C(O)CO)C1=NC(=O)NC(=O)C1=N2,vitamin_derivative
ascorbic_acid,O=C1OC(C(O)CO)C(O)=C1O,vitamin_C
cholesterol,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,steroid
adenine,C1=NC2=C(N=CN2)N=C1N,purine_base
guanine,NC1=NC2=C(NC=N2)C(=O)N1,purine_base
cytosine,C1=CN=C(N)NC1=O,pyrimidine_base
thymine,CC1=CN=C(N)NC1=O,pyrimidine_base
uracil,O=C1NC=CC(=O)N1,pyrimidine_base
adenosine,NC1=C2N=CN(C3OC(CO)C(O)C3O)C2=NC=N1,nucleoside
cytidine,C1=CN=C(NC1=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,nucleoside
uridine,O=C1NC=CC(=O)N1[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,nucleoside
thymidine,CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O,nucleoside
betaine,C[N+](C)(C)CC(=O)[O-],methyl_donor
taurine,NCCS(=O)(=O)O,amino_sulfonic_acid
putrescine,NCCCCN,polyamine
spermine,NCCCNCCCCNCCCN,polyamine
dopamine,NCCC1=CC(O)=C(O)C=C1,neurotransmitter
histamine,C1=C(NC=N1)CCN,neurotransmitter
gamma_aminobutyric_acid,C(CC(=O)O)CN,neurotransmitter
glutamate,C(CC(=O)O)C(C(=O)O)N,neurotransmitter
aspartate,NC(CC(O)=O)C(O)=O,neurotransmitter
tryptamine,C1=CC=C2C(=C1)C(=CN2)CCN,biogenic_amine
tyramine,NCCC1=CC=C(O)C=C1,biogenic_amine
octopamine,CC(CO)C1=CC=CC=C1,biogenic_amine
melatonin,COC1=CC2=C(C=C1)NC=C2CCNC(C)=O,hormone
testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,steroid_hormone
estradiol,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2O,steroid_hormone
estrone,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2=O,steroid_hormone
progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,steroid_hormone
cortisol,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,glucocorticoid
aldosterone,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,mineralocorticoid
dehydroepiandrosterone,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,steroid_precursor
biotin,O=C(O)CCCCC1SCC2NC(=O)NC21,vitamin_B7_cofactor
folic_acid,NC1=NC(O)=C2N=C(CNC3=CC=C(C(=O)NC(CCC(=O)O)C(=O)O)C=C3)C=NC2=N1,vitamin_B9_cofactor
beta_carotene,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,carotenoid
salicylic_acid,OC(=O)C1=CC=CC=C1O,phenolic_acid
vanillin,COC1=CC(=CC=C1O)C=O,phenolic_aldehyde
eugenol,C=CCC1=CC(OC)=C(O)C=C1,phenylpropanoid
chloramphenicol,O=C(NC(CO)C(O)C1=CC=C([N+](=O)[O-])C=C1)C(Cl)Cl,nitroaromatic_antibiotic
griseofulvin,COC1=CC(OC)=C2C(=O)C3(OC2=C1Cl)C(OC)=CC(=O)CC3C,microtubule_inhibitor
aflatoxin_B1,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C2C(=C1)OC1OC=CC21,mycotoxin
scopolamine,CN1C2CC(OC(=O)C(CO)C3=CC=CC=C3)CC1C1OC12,tropane_alkaloid
atropine,CN1C2CCC1CC(OC(=O)C(CO)C1=CC=CC=C1)C2,tropane_alkaloid
codeine,COC1=C2OC3C(O)C=CC4C5CC(=C2C43CCN5C)C=C1,methyl_morphinan_alkaloid
theobromine,CN1C=NC2=C1C(=O)N(C(=O)N2)C,xanthine_alkaloid
caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,xanthine_alkaloid
carbon_monoxide,[C-]#[O+],gaseous_signal
hydrogen_sulfide,[H][S][H],gaseous_signal
nitric_oxide,[N]=O,gaseous_signal
camphor,CC1(C)C2CCC1(C(=O)C2)C,bicyclic_monoterpenoid
limonene,CC1=CCC(CC1)C(=C)C,monoterpene
citral,CC(C)=CCCC(C)=CC=O,monoterpenoid_aldehyde
farnesol,CC(=CCCC(=CCCC(=CC)C)C)CO,diterpenoid_alcohol
