name,smiles,category
decoy_HZPKNSYIDSNZKW-UHFFFAOYSA-N,CCCC(C)C(=O)OCC,decoy_C8H16O2
decoy_IALRSQMWHFKJJA-UHFFFAOYSA-N,CCCCCC(C)CCC,decoy_C10H22
decoy_IBGBGRVKPALMCQ-UHFFFAOYSA-N,O=Cc1ccc(O)c(O)c1,decoy_C7H6O3
decoy_IBMZINAPWMATGM-UHFFFAOYSA-N,CC(C)C12C=CC(=O)C1C2,decoy_C9H12O
decoy_IBVJWOMJGCHRRW-UHFFFAOYSA-N,CC1=CC2C(CC1)C2(C)C,decoy_C10H16
decoy_IDFBAZYYEXBGJO-UHFFFAOYSA-N,CC1(C)C=CC(C)(C)C=C1,decoy_C10H16
decoy_IHPKGUQCSIINRJ-UHFFFAOYSA-N,C=CC(C)=CCC=C(C)C,decoy_C10H16
decoy_IHPXJGBVRWFEJB-UHFFFAOYSA-N,CC(C)CCC(C)C(C)C,decoy_C10H22
decoy_IIYGOARYARWJBO-UHFFFAOYSA-N,CCCC(C)CC(C)(C)C,decoy_C10H22
decoy_IPVKBEOJURLVER-UHFFFAOYSA-N,CCCC(C)OC(=O)CC,decoy_C8H16O2
decoy_IQWWTJDRVBWBEL-UHFFFAOYSA-N,Cc1cc(C)cc(CO)c1,decoy_C9H12O
decoy_IUNJCFABHJZSKB-UHFFFAOYSA-N,O=Cc1ccc(O)cc1O,decoy_C7H6O3
decoy_IVNZXKXOTJLKHM-UHFFFAOYSA-N,CCCC(CC)C(=O)OC,decoy_C8H16O2
decoy_IXWOUPGDGMCKGT-UHFFFAOYSA-N,O=Cc1cccc(O)c1O,decoy_C7H6O3
decoy_JBABOCXXIKVIAK-UHFFFAOYSA-N,O=C1C2C=CCC1CCC2,decoy_C9H12O
decoy_JCHJBEZBHANKGA-UHFFFAOYSA-N,COc1cc(C)cc(C)c1,decoy_C9H12O
decoy_JEEQUUSFXYRPRK-UHFFFAOYSA-N,CCC(C)CCC(C)CC,decoy_C10H22
decoy_JESIHYIJKKUWIS-UHFFFAOYSA-N,Cc1ccc(C(C)O)cc1,decoy_C9H12O
decoy_JHAPZUDWRRBZHZ-UHFFFAOYSA-N,O=C(O)C=Cc1ccoc1,decoy_C7H6O3
decoy_JSLCOZYBKYHZNL-UHFFFAOYSA-N,CCCCOC(=O)C(C)C,decoy_C8H16O2
decoy_JWMIAIJDECOUIA-UHFFFAOYSA-N,C=CC(C)CC=CC(=C)C,decoy_C10H16
decoy_JWMKUKRBNODZFA-UHFFFAOYSA-N,CCOc1ccccc1C,decoy_C9H12O
decoy_JWMNHAMYTBAUPI-UHFFFAOYSA-N,CCOC(=O)CC(C)(C)C,decoy_C8H16O2
decoy_JWQKMEKSFPNAIB-UHFFFAOYSA-N,C=C(C)C1CCC=C(C)C1,decoy_C10H16
decoy_JZBKRUIGSVOOIC-UHFFFAOYSA-N,CCCC(C)C(CC)CC,decoy_C10H22
decoy_KEVMYFLMMDUPJE-UHFFFAOYSA-N,CC(C)CCCCC(C)C,decoy_C10H22
decoy_KLSLBUSXWBJMEC-UHFFFAOYSA-N,CCCc1ccc(O)cc1,decoy_C9H12O
decoy_KQAZVFVOEIRWHN-UHFFFAOYSA-N,CC1=CCC2(C(C)C)CC12,decoy_C10H16
decoy_KQMWMXVDLIDHGY-UHFFFAOYSA-N,CCC=CCc1ccco1,decoy_C9H12O
decoy_KUKRLSJNTMLPPK-UHFFFAOYSA-N,CC12C=CC(CC1)C2(C)C,decoy_C10H16
decoy_KWHVBVJDKLSOTB-UHFFFAOYSA-N,Cc1cccc(CCO)c1,decoy_C9H12O
decoy_LCHYEKKJCUJAKN-UHFFFAOYSA-N,CCCc1ccccc1O,decoy_C9H12O
decoy_LEBQTCCCNMTXSF-UHFFFAOYSA-N,Cc1ccc(C)c(CO)c1,decoy_C9H12O
decoy_LFJQCDVYDGGFCH-UHFFFAOYSA-N,C=C1C=CC(C(C)C)CC1,decoy_C10H16
decoy_LGNSZMLHOYDATP-UHFFFAOYSA-N,CC1C=CC2C(C1)C2(C)C,decoy_C10H16
decoy_LHCPRYRLDOSKHK-UHFFFAOYSA-N,Nc1ncnc2[nH]ncc12,decoy_C5H5N5
decoy_LJIIBBYARMPSMT-UHFFFAOYSA-N,CCC(C)C(C)C(C)CC,decoy_C10H22
decoy_LKMHAUSOSFYRLJ-UHFFFAOYSA-N,CC=CC1CCC1C=CC,decoy_C10H16
decoy_LKNRSUKTEIJIAS-UHFFFAOYSA-N,CC1=CC=CC(C)(C)C1C,decoy_C10H16
decoy_LKSYSJTUBQSZBS-UHFFFAOYSA-N,CCCC=Cc1ccco1,decoy_C9H12O
decoy_LPSXSORODABQKT-UHFFFAOYSA-N,C1CC2C3CCC(C3)C2C1,decoy_C10H16
decoy_LSJMDWFAADPNAX-UHFFFAOYSA-N,CCCOC(=O)CC(C)C,decoy_C8H16O2
decoy_LTRVUFFOMIUCPJ-UHFFFAOYSA-N,CCc1ccc(C)cc1O,decoy_C9H12O
decoy_LUSZGTFNYDARNI-UHFFFAOYSA-N,Oc1ccc2c(c1)OCO2,decoy_C7H6O3
decoy_LVUBSVWMOWKPDJ-UHFFFAOYSA-N,COc1ccc(C)c(C)c1,decoy_C9H12O
decoy_MATDIXOGHXOZDW-UHFFFAOYSA-N,CCCCOC1CCCO1,decoy_C8H16O2
decoy_MCEYLFHKATVXLN-UHFFFAOYSA-N,CCC(C)(C)C(C)(C)CC,decoy_C10H22
decoy_MGPIPVFMXURLAG-UHFFFAOYSA-N,CCC=C=C1CCCCC1,decoy_C10H16
decoy_MJGSLNIPTRPYJV-UHFFFAOYSA-N,CCOC(=O)C(CC)CC,decoy_C8H16O2
decoy_MOYAFQVGZZPNRA-UHFFFAOYSA-N,CC1=CCC(=C(C)C)CC1,decoy_C10H16
decoy_MPDXYVOXVJOKIN-UHFFFAOYSA-N,Nc1ncnc2cn[nH]c12,decoy_C5H5N5
decoy_MPWGZBWDLMDIHO-UHFFFAOYSA-N,CCCc1cccc(O)c1,decoy_C9H12O
decoy_MVJLYXCJBPXRCY-UHFFFAOYSA-N,CCC(=O)OCC(C)CC,decoy_C8H16O2
decoy_MWBWWFOAEOYUST-UHFFFAOYSA-N,Nc1ncc2nc[nH]c2n1,decoy_C5H5N5
decoy_NCFJODHIQVLMQF-UHFFFAOYSA-N,CCCCC(C)C(=O)OC,decoy_C8H16O2
decoy_NDVASEGYNIMXJL-UHFFFAOYSA-N,C=C1CCC2(C(C)C)CC12,decoy_C10H16
decoy_NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(=O)O,decoy_C8H16O2
decoy_NIMLCWCLVJRPFY-UHFFFAOYSA-N,CC(=O)C1CC2C=CC1C2,decoy_C9H12O
decoy_NKMJCVVUYDKHAV-UHFFFAOYSA-N,CCCCC(CC)C(C)C,decoy_C10H22
decoy_NRJUFUBKIFIKFI-UHFFFAOYSA-N,CCCCC(CC)CCC,decoy_C10H22
decoy_NTIDMOBOUNQJEP-UHFFFAOYSA-N,C=CC1C2C=CC(C2)C1O,decoy_C9H12O
decoy_NZXWDTCLMXDSHY-UHFFFAOYSA-N,CC1(C)C2CC3C1C3(C)C2,decoy_C10H16
decoy_OBETXYAYXDNJHR-UHFFFAOYSA-N,CCCCC(CC)C(=O)O,decoy_C8H16O2
decoy_OCAIYHCKLADPEG-UHFFFAOYSA-N,CCCCC(=O)OC(C)C,decoy_C8H16O2
decoy_OEYGTUAKNZFCDJ-UHFFFAOYSA-N,CCCCCC(CC)CC,decoy_C10H22
decoy_OFCNXPDARWKPPY-UHFFFAOYSA-N,O=c1[nH]cnc2[nH]ncc12,decoy_C5H4N4O
decoy_OFQRUTMGVBMTFQ-UHFFFAOYSA-N,CCOC(=O)CCC(C)C,decoy_C8H16O2
decoy_OGLDWXZKYODSOB-UHFFFAOYSA-N,CC1=CCC(C(C)C)C=C1,decoy_C10H16
decoy_OGRAOKJKVGDSFR-UHFFFAOYSA-N,Cc1cc(C)c(C)c(O)c1,decoy_C9H12O
decoy_OJBWHTRRQQNRBF-UHFFFAOYSA-N,C=C(C)C1C=CCC(C)C1,decoy_C10H16
decoy_OKGZCXPDJKKZAP-UHFFFAOYSA-N,Cc1ccc(CO)cc1C,decoy_C9H12O
decoy_OMLUZGAUTCIZLU-UHFFFAOYSA-N,C#CC=CCCCCCC,decoy_C10H16
decoy_ORILYTVJVMAKLC-UHFFFAOYSA-N,C1C2CC3CC1CC(C2)C3,decoy_C10H16
decoy_PLKSMSKTENNPEJ-UHFFFAOYSA-N,COC(C)c1ccccc1,decoy_C9H12O
decoy_PLZDDPSCZHRBOY-UHFFFAOYSA-N,CCCCCCC(C)CC,decoy_C10H22
decoy_PMFKTHJAJBPRNM-UHFFFAOYSA-N,CC(C)OC(=O)C(C)(C)C,decoy_C8H16O2
decoy_POOMWNXUBXZEPQ-UHFFFAOYSA-N,C=C1CC2(CC1C)CC2C,decoy_C10H16
decoy_PSZBPDGPFVFTSW-UHFFFAOYSA-N,C=C(C)C=CC(C)C(=C)C,decoy_C10H16
decoy_QDQMEHXIUFCIGR-UHFFFAOYSA-N,CCc1ccc(O)c(C)c1,decoy_C9H12O
decoy_QHLDBFLIDFTHQI-UHFFFAOYSA-N,CCC(CC)CC(C)(C)C,decoy_C10H22
decoy_QJHDFBAAFGELLO-UHFFFAOYSA-N,CCCC(=O)OC(C)CC,decoy_C8H16O2
decoy_QMKUYPGVVVLYSR-UHFFFAOYSA-N,CCCOC(=O)C(C)(C)C,decoy_C8H16O2
decoy_QQCWGAMGBCGAQJ-UHFFFAOYSA-N,CCCCC(C)C(C)CC,decoy_C10H22
decoy_QQOMQLYQAXGHSU-UHFFFAOYSA-N,Cc1ccc(C)c(O)c1C,decoy_C9H12O
decoy_QUIMJTKRVOBTQN-UHFFFAOYSA-N,Cc1ccc(CO)c(C)c1,decoy_C9H12O
decoy_QWEFTWKQGYFNTF-UHFFFAOYSA-N,CC1=CC2CCC1C2(C)C,decoy_C10H16
decoy_RDAFFINKUCJOJK-UHFFFAOYSA-N,C1=CCCCCC=CCC1,decoy_C10H16
decoy_RGFNRWTWDWVHDD-UHFFFAOYSA-N,CCCC(=O)OCC(C)C,decoy_C8H16O2
decoy_RLFXJQPKMZNLMP-UHFFFAOYSA-N,C=C(C#N)c1ccccc1,decoy_C9H7N
decoy_RMQHJMMCLSJULX-UHFFFAOYSA-N,CCCC(C)(C)C(C)(C)C,decoy_C10H22
decoy_ROJKPKOYARNFNB-UHFFFAOYSA-N,CCCCC(=O)OCCC,decoy_C8H16O2
decoy_RRBYUSWBLVXTQN-UHFFFAOYSA-N,CC1(C)C2CC3C(C2)C31C,decoy_C10H16
decoy_RSTKTCUSOWRUNR-UHFFFAOYSA-N,CC1=C(C)C(C)(C)CC=C1,decoy_C10H16
decoy_RUFXPLNQCKJCCF-UHFFFAOYSA-N,CCC(C)(CC)C(=O)OC,decoy_C8H16O2
decoy_RUGISKODRCWQNE-UHFFFAOYSA-N,Cc1ccccc1CCO,decoy_C9H12O
decoy_RXAJSOPMIMROMM-UHFFFAOYSA-N,C=C1CCCC12CCCC2,decoy_C10H16
decoy_RXGUIWHIADMCFC-UHFFFAOYSA-N,CC(C)COC(=O)C(C)C,decoy_C8H16O2
decoy_RXTNIJMLAQNTEG-UHFFFAOYSA-N,CCCCC(C)OC(C)=O,decoy_C8H16O2
decoy_RYOGZVTWMZNTGL-UHFFFAOYSA-N,CC1=CCCC(C)=CCC1,decoy_C10H16
decoy_SCWPFSIZUZUCCE-UHFFFAOYSA-N,C=C1CC=C(C(C)C)CC1,decoy_C10H16
decoy_SDCBYRLJYGORNK-UHFFFAOYSA-N,Cc1ccccc1C(C)O,decoy_C9H12O
decoy_SGVYKUFIHHTIFL-UHFFFAOYSA-N,CCCCCCCC(C)C,decoy_C10H22
decoy_SHZIWNPUGXLXDT-UHFFFAOYSA-N,CCCCCC(=O)OCC,decoy_C8H16O2
decoy_SJZAUIVYZWPNAS-UHFFFAOYSA-N,COc1cc(C)ccc1C,decoy_C9H12O
decoy_SNTUCKQYWGHZPK-UHFFFAOYSA-N,C=Cc1ccc(C#N)cc1,decoy_C9H7N
decoy_SOYLPZSOEXZMLE-UHFFFAOYSA-N,CCC(C)(C)CCC(C)C,decoy_C10H22
decoy_SZHAWDAGEJWQJK-UHFFFAOYSA-N,CC1=CC(C)(C)CC(C)=C1,decoy_C10H16
decoy_TWBUVVYSQBFVGZ-UHFFFAOYSA-N,CCCC(=O)OC(C)(C)C,decoy_C8H16O2
decoy_TWCNAXRPQBLSNO-UHFFFAOYSA-N,C=C(C)C1C=CC(C)CC1,decoy_C10H16
decoy_TWSRVQVEYJNFKQ-UHFFFAOYSA-N,CCCCCOC(=O)CC,decoy_C8H16O2
decoy_TXAWGHYFBQBVNK-UHFFFAOYSA-N,CCOC(=O)CC(C)CC,decoy_C8H16O2
decoy_TYSIILFJZXHVPU-UHFFFAOYSA-N,CCCCC(C)CCCC,decoy_C10H22
decoy_TZFQMSDUSOTCJC-UHFFFAOYSA-N,CCCOC(=O)C(C)CC,decoy_C8H16O2
decoy_UAHWPYUMFXYFJY-UHFFFAOYSA-N,C=CC(=C)CCC=C(C)C,decoy_C10H16
decoy_UBSPKGKFFQKZJB-UHFFFAOYSA-N,COC(=O)CCC[N+](=O)[O-],decoy_C5H9NO4
decoy_UJCFZCTTZWHRNL-UHFFFAOYSA-N,COc1ccc(C)cc1C,decoy_C9H12O
decoy_UJEUVDLASLOZIV-UHFFFAOYSA-N,CCC(CC(C)C)C(C)C,decoy_C10H22
decoy_UJZQAOVZOCQFOO-UHFFFAOYSA-N,C1=C(C2CCCC2)CCC1,decoy_C10H16
decoy_UMDPPTMXBUCHCM-UHFFFAOYSA-N,CC(=O)CCCCCCO,decoy_C8H16O2
decoy_UOLDHHQOKRYISV-UHFFFAOYSA-N,CCOC(=O)C(C)C(C)C,decoy_C8H16O2
decoy_UVVYAKOLFKEZEE-UHFFFAOYSA-N,CCCC(C)C(C)C(C)C,decoy_C10H22
decoy_UWHATVBKIRLRTB-UHFFFAOYSA-N,C1=CC(C2CCCC2)CC1,decoy_C10H16
decoy_VAJVDSVGBWFCLW-UHFFFAOYSA-N,OCCCc1ccccc1,decoy_C9H12O
decoy_VBZCRMTUDYIWIH-UHFFFAOYSA-N,CCC(CC)C(CC)CC,decoy_C10H22
decoy_VLJSLTNSFSOYQR-UHFFFAOYSA-N,CC(C)c1cccc(O)c1,decoy_C9H12O
decoy_VMHVFMBDCWCBHO-UHFFFAOYSA-N,COC(=O)CCCC(C)C,decoy_C8H16O2
decoy_VQSBVOFIUUAOOG-UHFFFAOYSA-N,C=C1CCC(C(=C)C)C1C,decoy_C10H16
decoy_VRHRGVJOUHJULC-UHFFFAOYSA-N,CCCC(C)CC(C)CC,decoy_C10H22
decoy_VRVRZZWPKABUOE-UHFFFAOYSA-N,CCC(C)CC(C)(C)CC,decoy_C10H22
decoy_VXARVYMIZCGZGG-UHFFFAOYSA-N,CCC(C)CC(CC)CC,decoy_C10H22
decoy_VXSCPERJHPWROZ-UHFFFAOYSA-N,Cc1cc(C)c(O)cc1C,decoy_C9H12O
decoy_VYBREYKSZAROCT-UHFFFAOYSA-N,C=CC(=C)CCCC(=C)C,decoy_C10H16
decoy_WGAUMWNVHAMGJF-UHFFFAOYSA-N,CC=CC=C(C)C(C)=CC,decoy_C10H16
decoy_WQIQNKQYEUMPBM-UHFFFAOYSA-N,CC1=C(C)C(C)C(C)=C1C,decoy_C10H16
decoy_WRBHKVWLEIYLDZ-UHFFFAOYSA-N,CCCC(C)C(C)(C)CC,decoy_C10H22
decoy_WSWPHHNIHLTAHB-UHFFFAOYSA-N,CCOc1ccc(C)cc1,decoy_C9H12O
decoy_WTARULDDTDQWMU-UHFFFAOYSA-N,C=C1CCC2CC1C2(C)C,decoy_C10H16
decoy_WTZJUXYVLRJTMQ-UHFFFAOYSA-N,CCCCC1OCC(C)O1,decoy_C8H16O2
decoy_WYTRYIUQUDTGSX-UHFFFAOYSA-N,CC(O)Cc1ccccc1,decoy_C9H12O
decoy_XAOGXQMKWQFZEM-UHFFFAOYSA-N,CCC(=O)OCCC(C)C,decoy_C8H16O2
decoy_XCPQUQHBVVXMRQ-UHFFFAOYSA-N,C=C1CC2CCC1C2(C)C,decoy_C10H16
decoy_XEAMDSXSXYAICO-UHFFFAOYSA-N,CCCCCCCOC=O,decoy_C8H16O2
decoy_XJPBRODHZKDRCB-UHFFFAOYSA-N,C=CC(C)=CCCC(=C)C,decoy_C10H16
decoy_XNCNNDVCAUWAIT-UHFFFAOYSA-N,CCCCCCC(=O)OC,decoy_C8H16O2
decoy_XPIJMQVLTXAGME-UHFFFAOYSA-N,COC1(OC)CCCCC1,decoy_C8H16O2
decoy_XTCHLXABLZQNNN-UHFFFAOYSA-N,CCc1cc(C)cc(O)c1,decoy_C9H12O
decoy_XUPYJHCZDLZNFP-UHFFFAOYSA-N,CCCCOC(=O)CCC,decoy_C8H16O2
decoy_YHQGMYUVUMAZJR-UHFFFAOYSA-N,CC1=CC=C(C(C)C)CC1,decoy_C10H16
decoy_YIMQCDZDWXUDCA-UHFFFAOYSA-N,OCC1CCC(CO)CC1,decoy_C8H16O2
decoy_YKFLAYDHMOASIY-UHFFFAOYSA-N,CC1=CCC(C(C)C)=CC1,decoy_C10H16
decoy_YKPNYFKOKKKGNM-UHFFFAOYSA-N,CCC(C)CC(C)C(C)C,decoy_C10H22
decoy_YNLBBDHDNIXQNL-UHFFFAOYSA-N,CC(C)CC(C)CC(C)C,decoy_C10H22
decoy_YPMNDMUOGQJCLW-UHFFFAOYSA-N,CCCCCC(C)C(C)C,decoy_C10H22
decoy_YQUQWHNMBPIWGK-UHFFFAOYSA-N,CC(C)c1ccc(O)cc1,decoy_C9H12O
decoy_YSLBFFIVJGJBSA-UHFFFAOYSA-N,CCc1ccc(CO)cc1,decoy_C9H12O
decoy_ZALHPSXXQIPKTQ-UHFFFAOYSA-N,CCC(C)CCCC(C)C,decoy_C10H22
decoy_ZCJLOOJRNPHKAV-UHFFFAOYSA-N,O=C(O)C=Cc1ccco1,decoy_C7H6O3
decoy_ZGXPHCSAAJGIJC-UHFFFAOYSA-N,CC(C)OC1CCCCO1,decoy_C8H16O2
decoy_ZKXYHQFGFMZPPJ-UHFFFAOYSA-N,C=C1C=C(C)CC(C)(C)C1,decoy_C10H16
decoy_ZMEDGZAGMLTROM-UHFFFAOYSA-N,CCCCC(C)(C)CCC,decoy_C10H22
decoy_ZOIRKXLFEHOVER-UHFFFAOYSA-N,CC(C)CC(=O)OC(C)C,decoy_C8H16O2
decoy_ZQGDEJAPCUGBRH-UHFFFAOYSA-N,C=CC(C=C(C)C)C(=C)C,decoy_C10H16
decoy_ZQQIVMXQYUZKIQ-UHFFFAOYSA-N,Cc1cccc(CO)c1C,decoy_C9H12O
decoy_ZWKNLRXFUTWSOY-UHFFFAOYSA-N,N#CC=Cc1ccccc1,decoy_C9H7N
decoy_ZXBGJDZWJJFFQY-UHFFFAOYSA-N,CCOC(=O)C(C)[N+](=O)[O-],decoy_C5H9NO4
decoy_ABSCYWMYRVUUIC-UHFFFAOYSA-N,CC1CC2C(CC1=O)C2(C)C,decoy_C10H16O
decoy_AEVLWICMAHGAMS-UHFFFAOYSA-N,CC(C)C1CC=C(C=O)CC1,decoy_C10H16O
decoy_AFEFRXAPJRCTOW-UHFFFAOYSA-N,O=C1CCCC2CCCCC12,decoy_C10H16O
decoy_AMBOSHXMUMOHBF-UHFFFAOYSA-N,CC12CCCCC1CC(=O)C2,decoy_C10H16O
decoy_AZOCECCLWFDTAP-UHFFFAOYSA-N,C=C(C)C1CCC(C)C(=O)C1,decoy_C10H16O
decoy_BAVONGHXFVOKBV-UHFFFAOYSA-N,C=C(C)C1CC=C(C)C(O)C1,decoy_C10H16O
decoy_BHUIUXNAPJIDOG-UHFFFAOYSA-N,OCc1ccc2c(c1)OCO2,decoy_C8H8O3
decoy_BIUSXTISNNLMOR-UHFFFAOYSA-N,CC(=O)C1(C)CC=C(C)CC1,decoy_C10H16O
decoy_BKSIPWIAFSUQKX-UHFFFAOYSA-N,C=C1CC2C(CC1O)C2(C)C,decoy_C10H16O
decoy_CCEFMUBVSUDRLG-UHFFFAOYSA-N,C=C(C)C1CCC2(C)OC2C1,decoy_C10H16O
decoy_CCVYRRGZDBSHFU-UHFFFAOYSA-N,O=C(O)Cc1ccccc1O,decoy_C8H8O3
decoy_CFXJOMGPUADAJE-UHFFFAOYSA-N,C=C1C2CC(CC2O)C1(C)C,decoy_C10H16O
decoy_CNJLMVZFWLNOEP-UHFFFAOYSA-N,CC1CCC2C(C1=O)C2(C)C,decoy_C10H16O
decoy_CWZGKTMWPFTJCS-UHFFFAOYSA-N,O=C1CCCC1C1CCCC1,decoy_C10H16O
decoy_DEMWVPUIZCCHPT-UHFFFAOYSA-N,CC1=CC(C)C(C)C(C=O)C1,decoy_C10H16O
decoy_DHAPUKCAOFQTIT-UHFFFAOYSA-N,C#CC1(O)CCCCCCC1,decoy_C10H16O
decoy_DLGBEGBHXSAQOC-UHFFFAOYSA-N,Cc1ccc(O)c(C(=O)O)c1,decoy_C8H8O3
decoy_FOWDOWQYRZXQDP-UHFFFAOYSA-N,OC1C2CC3CC(C2)CC1C3,decoy_C10H16O
decoy_FQEXRDMYDXBXEO-UHFFFAOYSA-N,CC1=CCC(C(C)(C)O)C=C1,decoy_C10H16O
