name,smiles,category
136-25-4,CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl,cost_probe_19heavy
56554-86-0,C=CCCCCCCCCCCCCCCCC=O,cost_probe_19heavy
4534-52-5,CCCCCCCCCCC(CC)c1ccccc1,cost_probe_19heavy
5405-53-8,O=[N+]([O-])c1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,cost_probe_19heavy
305-03-3,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,cost_probe_19heavy
1568-83-8,COc1ccc(C(C)(C)c2ccc(OC)cc2)cc1,cost_probe_19heavy
356-42-3,O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,cost_probe_19heavy
67306-00-7,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,cost_probe_20heavy
118-23-0,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,cost_probe_20heavy
1835-11-6,COc1cc(C(C)=O)ccc1OCc1ccccc1,cost_probe_19heavy
10262-69-8,CNCCCC12CCC(c3ccccc31)c1ccccc12,cost_probe_21heavy
52663-64-6,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,cost_probe_19heavy
104255-74-5,CCCCCCCCCC(=O)O[Si](C)(C)C(C)(C)C,cost_probe_19heavy
61886-66-6,CCC#CCCCCCCCCCCCCCCCC,cost_probe_20heavy
18992-01-3,CCCCCCCCCCCCCCOC(=O)CBr,cost_probe_19heavy
1785-95-1,O=C(c1ccccc1)C1C(=O)c2ccccc2C1=O,cost_probe_19heavy
27113-22-0,CCCCCCCC(=O)CCc1ccc(O)c(OC)c1,cost_probe_20heavy
3900-31-0,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,cost_probe_21heavy
574-61-8,c1ccc(NN=C(c2ccccc2)c2ccccc2)cc1,cost_probe_21heavy
21643-42-5,C=CC(=O)OCCCCCCCCCCCCCC,cost_probe_19heavy
64160-38-9,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1ccccc1,cost_probe_19heavy
77572-86-2,CC(C)(C)[Si](C)(C)OCCCCCO[Si](C)(C)C(C)(C)C,cost_probe_21heavy
104255-94-9,CC(C)(C)[Si](C)(C)OC(=O)CCCCC(=O)O[Si](C)(C)C(C)(C)C,cost_probe_24heavy
85-70-1,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,cost_probe_24heavy
68601-97-8,CCCCCCCCCCCCCCCC(O)C(O)C(=O)O,cost_probe_22heavy
853-39-4,O=C(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,cost_probe_24heavy
59729-31-6,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,cost_probe_26heavy
163015-55-2,CCCCCCCCCCCCCCO[Si](CC)(CC)CC,cost_probe_22heavy
27519-02-4,CCCCCCCCC=CCCCCCCCCCCCCC,cost_probe_23heavy
14255-88-0,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,cost_probe_24heavy
217-54-9,c1ccc2cc3c(ccc4c5cc6ccccc6cc5ccc34)cc2c1,cost_probe_26heavy
136-70-9,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,cost_probe_24heavy
76-58-4,CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,cost_probe_23heavy
25402-06-6,CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,cost_probe_23heavy
21414-47-1,C=CC1(C)CCC2C(=CCC3C(C)(C(=O)O[Si](C)(C)C)CCCC23C)C1,cost_probe_26heavy
307-34-6,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,cost_probe_26heavy
127-47-9,CC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,cost_probe_24heavy
5786-21-0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,cost_probe_23heavy
3634-92-2,CCCCCCCCCCCCCCCCCC(=O)OCCC,cost_probe_23heavy
57-63-6,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,cost_probe_22heavy
7696-12-0,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,cost_probe_24heavy
2424-92-2,O=C(O)CCCCCCCCCCCCCCCCCCC(=O)O,cost_probe_24heavy
468-07-5,Oc1ccc2c(c1)C13CCCCC1C(C2)N(CCc1ccccc1)CC3,cost_probe_26heavy
55125-03-6,CC(C)(C)c1ccc2cc(C(C)(C)C)c3ccccc3c2c1,cost_probe_22heavy
910-31-6,CC(C)CCCC(C)C1CCC2C3CC=C4CC(Cl)CCC4(C)C3CCC12C,cost_probe_28heavy
128-33-6,CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1CC3,cost_probe_28heavy
603-50-9,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,cost_probe_27heavy
42232-29-1,CCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC,cost_probe_30heavy
2641-34-1,O=C(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,cost_probe_30heavy
58-39-9,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,cost_probe_27heavy
55517-79-8,C[Si](C)(C)OCC(CC(CO[Si](C)(C)C)(O[Si](C)(C)C)C(=O)O[Si](C)(C)C)O[Si](C)(C)C,cost_probe_32heavy
20780-35-2,CC(C)CCCC(C)C1CC=C2C3CCC4CC(O)CCC4(C)C3CCC21C,cost_probe_28heavy
75260-42-3,CCCCCCCCCCCCCCCCCCOC(=O)c1ccc(C)cc1,cost_probe_28heavy
506-48-9,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,cost_probe_30heavy
1884-68-0,c1ccc(-c2sc(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1,cost_probe_29heavy
6736-97-6,C[Si](C)(C)OCC(O[Si](C)(C)C)C(O[Si](C)(C)C)C(O[Si](C)(C)C)C(C=O)O[Si](C)(C)C,cost_probe_32heavy
2093-04-1,OC(c1ccc(Oc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1)(C(F)(F)F)C(F)(F)F,cost_probe_33heavy
471-95-4,CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1c1ccc(=O)oc1,cost_probe_32heavy
55399-28-5,C=C(CCC(C)C1CCC2C3=CCC4C(C)C(OC(C)=O)CCC4(C)C3CCC21C)C(C)C,cost_probe_33heavy
2062-78-4,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,cost_probe_34heavy
39780-71-7,CC12CCC(O[Si](C)(C)C)CC1CCC1C2CCC2(C)C1CCC2(C)O[Si](C)(C)C,cost_probe_30heavy
107715-93-5,CC(C)(C)[Si](C)(C)NC(CO[Si](C)(C)C(C)(C)C)C(=O)O[Si](C)(C)C(C)(C)C,cost_probe_28heavy
74518-77-7,CC(C)(C)[Si](C)(C)OC1C(CO[Si](C)(C)C)OC(n2ccc(=O)[nH]c2=O)C1O[Si](C)(C)C,cost_probe_32heavy
107715-94-6,CC(O[Si](C)(C)C(C)(C)C)C(N[Si](C)(C)C(C)(C)C)C(=O)O[Si](C)(C)C(C)(C)C,cost_probe_29heavy
190-81-8,c1ccc2c(c1)c1cccc3c4cccc5c6ccccc6c6ccc2c(c13)c6c54,cost_probe_30heavy
14103-61-8,CC(CCOC(=O)c1ccccc1C(=O)OCCC(C)CC(C)(C)C)CC(C)(C)C,cost_probe_30heavy
511-12-6,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,cost_probe_43heavy
574-93-6,c1ccc2c(c1)-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1ccccc41)-c1ccccc1-3)c1ccccc21,cost_probe_40heavy
25767-20-8,COC(=O)CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)OC)C(C)=C4CCC(=O)OC)c(C)c3CCC(=O)OC,cost_probe_52heavy
4740-51-6,c1ccc(-c2cccc(-c3cccc(-c4cccc(-c5cccc(-c6ccccc6)c5)c4)c3)c2)cc1,cost_probe_36heavy
621-71-6,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCC,cost_probe_39heavy
311-89-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,cost_probe_40heavy
32645-70-8,C[Si](C)(C)Nc1ncnc2c1ncn2C1CC(O[Si](C)(C)C)C(COP(=O)(O[Si](C)(C)C)O[Si](C)(C)C)O1,cost_probe_38heavy
2137-74-8,OC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,cost_probe_36heavy
555-43-1,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,cost_probe_63heavy
448-71-5,CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CC)C(C)=C4CC)c(C)c3CC,cost_probe_36heavy
33287-25-1,CC(C)CCCC(C)C1CCC2C3CC=C4C(O[Si](C)(C)C)C(O[Si](C)(C)C)CCC4(C)C3CCC12C,cost_probe_37heavy
1450-23-3,c1ccc([Si](c2ccccc2)(c2ccccc2)[Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,cost_probe_38heavy
56196-42-0,CC12CC(O[Si](C)(C)C)C3C(CCC4CC(O[Si](C)(C)C)CCC43C)C1CCC2C(=O)CO[Si](C)(C)C,cost_probe_37heavy
33287-26-2,CC(C)CCCC(C)C1CCC2C3C(O[Si](C)(C)C)C=C4CC(O[Si](C)(C)C)CCC4(C)C3CCC12C,cost_probe_37heavy
56987-88-3,CCCCCCCCCCCCCCCCCCCCCCC(C)CCCCCCCCCCCCCC,cost_probe_38heavy
99477-48-2,CC(C)(C)[Si](C)(C)OC(=O)CC(CC(=O)O[Si](C)(C)C(C)(C)C)(O[Si](C)(C)C(C)(C)C)C(=O)O[Si](C)(C)C(C)(C)C,cost_probe_41heavy
7098-22-8,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,cost_probe_44heavy
56987-91-8,CCCCCCCCCCCCCCCCCCC(C)CCCC(C)CCCCCCCCCCCCCC,cost_probe_39heavy
35146-63-5,CCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CSCC(=O)OC)C(=O)OC,cost_probe_40heavy
2432-90-8,CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCC,cost_probe_36heavy
56987-86-1,CCCCCCCCCCCCCCCCC(C)CCCC(C)CCCCCCCCCCCCCC,cost_probe_37heavy
21259-21-2,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(OC(C)=O)C(OC(C)=O)C2(C)C12CO2,cost_probe_36heavy
